-1 0.5076605
-0.97979798 0.5079105
-0.95959596 0.5069835
-0.93939394 0.5067605
-0.91919192 0.5063685
-0.8989899 0.5051705
-0.87878788 0.506068
-0.85858586 0.505018
-0.83838384 0.5038815
-0.81818182 0.503707
-0.7979798 0.503761
-0.77777778 0.503559
-0.75757576 0.5027595
-0.73737374 0.502129
-0.71717172 0.5023425
-0.6969697 0.5020905
-0.67676768 0.500774
-0.65656566 0.501425
-0.63636364 0.5005865
-0.61616162 0.500399
-0.5959596 0.4998435
-0.57575758 0.5003765
-0.55555556 0.499927
-0.53535354 0.4990475
-0.51515152 0.497809
-0.49494949 0.498698
-0.47474747 0.498937
-0.45454545 0.497669
-0.43434343 0.4984
-0.41414141 0.496923
-0.39393939 0.498441
-0.37373737 0.4979255
-0.35353535 0.4974675
-0.33333333 0.49725
-0.31313131 0.4974085
-0.29292929 0.496759
-0.27272727 0.4968555
-0.25252525 0.497722
-0.23232323 0.4959175
-0.21212121 0.4963075
-0.19191919 0.496627
-0.17171717 0.49725
-0.15151515 0.4966375
-0.13131313 0.4952725
-0.11111111 0.4962465
-0.090909091 0.495907
-0.070707071 0.4966695
-0.050505051 0.4955975
-0.03030303 0.495829
-0.01010101 0.495319
0.01010101 0.4950265
0.03030303 0.495262
0.050505051 0.4959665
0.070707071 0.495465
0.090909091 0.495278
0.11111111 0.4959815
0.13131313 0.496965
0.15151515 0.497138
0.17171717 0.497275
0.19191919 0.4962065
0.21212121 0.4962435
0.23232323 0.4964855
0.25252525 0.4965405
0.27272727 0.4964095
0.29292929 0.4978655
0.31313131 0.497046
0.33333333 0.497684
0.35353535 0.497517
0.37373737 0.4965865
0.39393939 0.4977305
0.41414141 0.497446
0.43434343 0.4976255
0.45454545 0.4981585
0.47474747 0.498547
0.49494949 0.499676
0.51515152 0.498885
0.53535354 0.499451
0.55555556 0.499396
0.57575758 0.5012725
0.5959596 0.4998825
0.61616162 0.5007115
0.63636364 0.500972
0.65656566 0.5015795
0.67676768 0.501116
0.6969697 0.5010275
0.71717172 0.503052
0.73737374 0.501907
0.75757576 0.502969
0.77777778 0.502671
0.7979798 0.502403
0.81818182 0.5043075
0.83838384 0.504243
0.85858586 0.5051135
0.87878788 0.5057775
0.8989899 0.505436
0.91919192 0.5062765
0.93939394 0.5066
0.95959596 0.5068775
0.97979798 0.5078375
1 0.5077155

