-1 0.4954175
-0.97979798 0.495602
-0.95959596 0.4949945
-0.93939394 0.496054
-0.91919192 0.496798
-0.8989899 0.4964565
-0.87878788 0.4976615
-0.85858586 0.496912
-0.83838384 0.4972645
-0.81818182 0.4987365
-0.7979798 0.498147
-0.77777778 0.498586
-0.75757576 0.4995995
-0.73737374 0.498864
-0.71717172 0.4995515
-0.6969697 0.5004605
-0.67676768 0.4997735
-0.65656566 0.4999355
-0.63636364 0.5008825
-0.61616162 0.501145
-0.5959596 0.5014845
-0.57575758 0.501313
-0.55555556 0.501667
-0.53535354 0.5013905
-0.51515152 0.501952
-0.49494949 0.5018685
-0.47474747 0.501451
-0.45454545 0.5032845
-0.43434343 0.5024195
-0.41414141 0.503994
-0.39393939 0.5017975
-0.37373737 0.502913
-0.35353535 0.5033665
-0.33333333 0.5031135
-0.31313131 0.5032445
-0.29292929 0.5020865
-0.27272727 0.502443
-0.25252525 0.503889
-0.23232323 0.5035675
-0.21212121 0.503884
-0.19191919 0.503205
-0.17171717 0.5043165
-0.15151515 0.5033345
-0.13131313 0.5030955
-0.11111111 0.504066
-0.090909091 0.5028095
-0.070707071 0.5037265
-0.050505051 0.5041085
-0.03030303 0.504417
-0.01010101 0.503361
0.01010101 0.5038665
0.03030303 0.503137
0.050505051 0.503681
0.070707071 0.502882
0.090909091 0.503695
0.11111111 0.5029165
0.13131313 0.5018525
0.15151515 0.5022585
0.17171717 0.5033285
0.19191919 0.503803
0.21212121 0.503239
0.23232323 0.502484
0.25252525 0.5023965
0.27272727 0.5019665
0.29292929 0.50104
0.31313131 0.501382
0.33333333 0.5017245
0.35353535 0.501778
0.37373737 0.5020665
0.39393939 0.5015265
0.41414141 0.5005205
0.43434343 0.5000965
0.45454545 0.5007265
0.47474747 0.500219
0.49494949 0.499533
0.51515152 0.500422
0.53535354 0.499991
0.55555556 0.4991575
0.57575758 0.4980765
0.5959596 0.4995055
0.61616162 0.4984795
0.63636364 0.4974615
0.65656566 0.4977685
0.67676768 0.497985
0.6969697 0.497314
0.71717172 0.4965695
0.73737374 0.4971365
0.75757576 0.4964345
0.77777778 0.495423
0.7979798 0.495801
0.81818182 0.4943735
0.83838384 0.493933
0.85858586 0.494272
0.87878788 0.493829
0.8989899 0.4936995
0.91919192 0.4925755
0.93939394 0.492778
0.95959596 0.491594
0.97979798 0.491789
1 0.4911

